SAP_STORECODE,NAME,REGION,STATE,BRAND,SUBBRAND,CATEGORY,SUBCLASS,STYLECODE,ITEM_ID,ITEMSIZE,COLOR,SEASON,GENDER,QUALITY,INVOICE_DATE,QUANTITY,UNITMRP,NETAMT,DISCOUNT,TOTAL_MRP,INVOICETYPE,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_L,L,BLUE,AW24,M,Q1,2026-03-17,5,3200,12500,3500,16000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_L,L,GREY,AW24,M,Q1,2026-03-22,6,3200,14400,4800,19200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_L,L,BLACK,AW24,M,Q1,2026-03-24,2,3200,5400,1000,6400,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_L,L,BLUE,AW24,M,Q1,2026-03-25,5,3200,13500,2500,16000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_L,L,BLUE,AW24,M,Q1,2026-03-26,6,3200,14400,4800,19200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_L,L,WHITE,AW24,M,Q1,2026-03-27,1,3200,2200,1000,3200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_L,L,BLUE,AW24,M,Q1,2026-03-28,3,3200,6900,2700,9600,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_L,L,NAVY,AW24,M,Q1,2026-03-29,6,3200,12600,6600,19200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_L,L,BLUE,AW24,M,Q1,2026-03-31,4,3200,8800,4000,12800,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_L,L,GREY,AW24,M,Q1,2026-04-01,6,3200,15000,4200,19200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_L,L,WHITE,AW24,M,Q1,2026-04-02,6,3200,16800,2400,19200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_L,L,WHITE,AW24,M,Q1,2026-04-03,6,3200,15600,3600,19200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_L,L,BLUE,AW24,M,Q1,2026-04-04,2,3200,5000,1400,6400,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_L,L,WHITE,AW24,M,Q1,2026-04-05,3,3200,7500,2100,9600,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_L,L,NAVY,AW24,M,Q1,2026-04-06,5,3200,14000,2000,16000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_L,L,GREY,AW24,M,Q1,2026-04-11,4,3200,10000,2800,12800,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_L,L,BLACK,AW24,M,Q1,2026-04-13,1,3200,2100,1100,3200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XL,XL,NAVY,AW24,M,Q1,2026-03-19,6,3200,12600,6600,19200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XL,XL,WHITE,AW24,M,Q1,2026-03-21,2,3200,5200,1200,6400,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XL,XL,WHITE,AW24,M,Q1,2026-03-23,6,3200,15600,3600,19200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XL,XL,NAVY,AW24,M,Q1,2026-03-25,5,3200,14000,2000,16000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XL,XL,WHITE,AW24,M,Q1,2026-03-26,2,3200,5600,800,6400,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XL,XL,NAVY,AW24,M,Q1,2026-03-28,1,3200,2100,1100,3200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XL,XL,WHITE,AW24,M,Q1,2026-03-29,5,3200,14000,2000,16000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XL,XL,BLACK,AW24,M,Q1,2026-03-30,5,3200,12000,4000,16000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XL,XL,BLACK,AW24,M,Q1,2026-04-01,6,3200,15600,3600,19200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XL,XL,GREY,AW24,M,Q1,2026-04-02,6,3200,14400,4800,19200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XL,XL,NAVY,AW24,M,Q1,2026-04-03,1,3200,2900,300,3200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XL,XL,BLUE,AW24,M,Q1,2026-04-06,2,3200,5000,1400,6400,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XL,XL,NAVY,AW24,M,Q1,2026-04-10,2,3200,5000,1400,6400,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XXL,XXL,WHITE,AW24,M,Q1,2026-03-18,5,3200,13000,3000,16000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XXL,XXL,NAVY,AW24,M,Q1,2026-03-20,1,3200,2200,1000,3200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XXL,XXL,BLACK,AW24,M,Q1,2026-03-21,3,3200,7200,2400,9600,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XXL,XXL,NAVY,AW24,M,Q1,2026-03-22,6,3200,13200,6000,19200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XXL,XXL,GREY,AW24,M,Q1,2026-03-23,1,3200,2800,400,3200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XXL,XXL,BLACK,AW24,M,Q1,2026-03-25,3,3200,6900,2700,9600,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XXL,XXL,GREY,AW24,M,Q1,2026-03-26,4,3200,9600,3200,12800,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XXL,XXL,NAVY,AW24,M,Q1,2026-03-28,6,3200,13200,6000,19200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XXL,XXL,BLUE,AW24,M,Q1,2026-03-29,3,3200,7200,2400,9600,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XXL,XXL,WHITE,AW24,M,Q1,2026-03-30,1,3200,2600,600,3200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XXL,XXL,BLACK,AW24,M,Q1,2026-04-01,2,3200,4600,1800,6400,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XXL,XXL,BLUE,AW24,M,Q1,2026-04-04,5,3200,11500,4500,16000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XXL,XXL,GREY,AW24,M,Q1,2026-04-09,6,3200,12600,6600,19200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_XXL,XXL,WHITE,AW24,M,Q1,2026-04-13,6,3200,16800,2400,19200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,BLUE,AW24,M,Q1,2026-03-17,4,3700,12000,2800,14800,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,BLACK,AW24,M,Q1,2026-03-18,6,3700,19200,3000,22200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,BLACK,AW24,M,Q1,2026-03-19,1,3700,2400,1300,3700,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,NAVY,AW24,M,Q1,2026-03-20,5,3700,15000,3500,18500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,BLACK,AW24,M,Q1,2026-03-21,1,3700,3200,500,3700,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,NAVY,AW24,M,Q1,2026-03-22,3,3700,9900,1200,11100,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,GREY,AW24,M,Q1,2026-03-23,6,3700,15600,6600,22200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,BLUE,AW24,M,Q1,2026-03-25,4,3700,10000,4800,14800,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,NAVY,AW24,M,Q1,2026-03-26,6,3700,17400,4800,22200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,BLUE,AW24,M,Q1,2026-03-28,6,3700,15000,7200,22200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,BLACK,AW24,M,Q1,2026-03-29,1,3700,2500,1200,3700,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,GREY,AW24,M,Q1,2026-04-01,3,3700,8700,2400,11100,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,BLUE,AW24,M,Q1,2026-04-02,6,3700,18600,3600,22200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,BLUE,AW24,M,Q1,2026-04-03,6,3700,15000,7200,22200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,BLACK,AW24,M,Q1,2026-04-05,5,3700,13000,5500,18500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,NAVY,AW24,M,Q1,2026-04-06,4,3700,10400,4400,14800,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,NAVY,AW24,M,Q1,2026-04-08,4,3700,10800,4000,14800,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,WHITE,AW24,M,Q1,2026-04-09,6,3700,19200,3000,22200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,BLACK,AW24,M,Q1,2026-04-10,6,3700,16200,6000,22200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,BLUE,AW24,M,Q1,2026-04-11,2,3700,5400,2000,7400,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_S,S,GREY,AW24,M,Q1,2026-04-13,1,3700,3100,600,3700,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_M,M,GREY,AW24,M,Q1,2026-03-19,6,3700,16800,5400,22200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_M,M,WHITE,AW24,M,Q1,2026-03-20,2,3700,6400,1000,7400,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_M,M,WHITE,AW24,M,Q1,2026-03-25,6,3700,17400,4800,22200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_M,M,NAVY,AW24,M,Q1,2026-03-28,2,3700,5200,2200,7400,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_M,M,BLUE,AW24,M,Q1,2026-04-04,5,3700,14500,4000,18500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_M,M,BLACK,AW24,M,Q1,2026-04-06,3,3700,7800,3300,11100,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_M,M,GREY,AW24,M,Q1,2026-04-08,6,3700,18600,3600,22200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_M,M,BLACK,AW24,M,Q1,2026-04-09,3,3700,9300,1800,11100,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_M,M,BLUE,AW24,M,Q1,2026-04-10,5,3700,16500,2000,18500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_M,M,BLUE,AW24,M,Q1,2026-04-11,6,3700,19200,3000,22200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_M,M,GREY,AW24,M,Q1,2026-04-12,4,3700,12000,2800,14800,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_M,M,GREY,AW24,M,Q1,2026-04-13,2,3700,5200,2200,7400,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_L,L,BLACK,AW24,M,Q1,2026-03-22,1,3700,2500,1200,3700,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1002,ARW1002_L,L,NAVY,AW24,M,Q1,2026-03-26,6,3700,16200,6000,22200,SALES,CORE
